Date_Time,PHNY_peak_wind_direction,PHNY_wind_gust,PHNY_peak_wind_speed,A1741_wind_speed,A1741_wind_direction,COOPKMLH1_precip_accum_24_hour,COOPKBSH1_air_temp_low_24_hour,COOPKBSH1_air_temp_high_24_hour,COOPKBSH1_air_temp,PHOG_wind_gust,KHKH1_precip_accum_24_hour,PHMK_peak_wind_direction,PHMK_peak_wind_speed,PHMK_wind_gust,PKKH1_precip_accum_24_hour,PHNY_air_temp_high_24_hour,PHNY_air_temp_low_24_hour,PHMK_air_temp_low_24_hour,PHMK_air_temp_high_24_hour,HNAH1_pressure,HNAH1_air_temp,HNAH1_wind_speed,HNAH1_wind_gust,HNAH1_wind_direction,HNAH1_precip_accum_24_hour,AR427_wind_direction,PHOG_air_temp_low_24_hour,PHOG_air_temp_high_24_hour,AR427_wind_gust,AR427_precip_accum_24_hour,AR427_pressure,AR427_air_temp,AR427_wind_speed,PUKH1_precip_accum_24_hour,KACH1_precip_accum_24_hour,P36_wind_direction,P36_wind_speed,P36_precip_accum_24_hour,P36_pressure,P36_air_temp,P36_wind_gust,WUKH1_precip_accum_24_hour,KLFH1_wind_speed,KLFH1_air_temp,KLFH1_peak_wind_speed,KLFH1_wind_gust,KLFH1_wind_direction,KLFH1_peak_wind_direction,KLFH1_precip_accum_24_hour,PHMK_dew_point_temperature,WWKH1_precip_accum_24_hour,AP834_wind_direction,PHNY_dew_point_temperature,PHNY_visibility,PHNY_wind_direction,PHNY_wind_speed,PHNY_air_temp,PHNY_pressure,MLKH1_air_temp_high_24_hour,MLKH1_air_temp_low_24_hour,COOPKACH1_precip_accum_24_hour,COOPLAHH1_precip_accum_24_hour,COOPHNAH1_precip_accum_24_hour,COOPMABH1_precip_accum_24_hour,COOPKBSH1_precip_accum_24_hour,COOPWUKH1_precip_accum_24_hour,KPDH1_dew_point_temperature,KPDH1_wind_speed,KPDH1_wind_gust,KPDH1_precip_accum_24_hour,KPDH1_peak_wind_direction,KPDH1_wind_direction,KPDH1_peak_wind_speed,KPDH1_air_temp,AP834_wind_speed,AP834_precip_accum_24_hour,AP834_dew_point_temperature,WCCH1_precip_accum_24_hour,AP834_wind_gust,AP834_air_temp,AP834_pressure,MLKH1_precip_accum_24_hour,MLKH1_peak_wind_direction,MLKH1_wind_direction,MLKH1_peak_wind_speed,MLKH1_air_temp,MLKH1_dew_point_temperature,MLKH1_wind_gust,MLKH1_wind_speed,PHMK_visibility,PHMK_pressure,ULUH1_precip_accum_24_hour,PHMK_precip_accum_24_hour,KPNH1_precip_accum_24_hour,PHMK_wind_speed,PHMK_wind_direction,PHMK_air_temp,PHOG_air_temp,PHOG_pressure,PHOG_wind_direction,PHOG_wind_speed
2018-12-19,38.648648648648646,31.968280254777074,37.43108108108108,11.717083333333333,319.4166666666667,0.007083333333333334,53.01,73.0,57.0,22.21783783783784,0.4899999999999949,229.04761904761904,27.476190476190474,21.000046511627907,3.1899999999999977,71.06,62.06,62.06,71.96,1018.2041666666668,70.59125,6.236770833333334,12.523229166666667,137.625,0.769999999999996,53.03603603603604,69.08,78.08,16.814144144144144,0.9901801801801802,987.1956756756757,64.20432432432432,9.331171171171171,2.1000000000000085,0.029999999999997584,21.927083333333332,14.915312499999999,0.16999999999999993,1017.8979166666667,70.08125,22.833645833333335,1.6300000000000026,3.1841666666666666,50.248333333333335,7.095833333333334,7.095833333333334,163.20833333333334,172.41666666666666,0.0,61.897560975609764,7.0,45.576388888888886,60.663783783783785,9.769470404984423,38.22429906542056,24.84436137071651,65.97570093457944,970.9745171339564,71.01,57.99,0.005,0.0033333333333333335,0.7033333333333333,0.47875,0.015,0.5833333333333334,62.45166666666666,9.121666666666666,18.283333333333335,0.019999999999999574,27.5,40.625,18.283333333333335,69.99791666666667,7.142777777777777,3.614722222222222,61.361562500000005,1.2799999999999976,10.994930555555555,63.149027777777775,957.3532638888888,1.1900000000000048,41.708333333333336,27.958333333333332,19.370833333333334,59.96125,56.5975,19.370833333333334,7.566666666666666,9.858461538461539,1002.146246153846,0.0,0.33,0.0,13.4468,103.75384615384615,66.68406153846153,71.928,1016.726380952381,47.714285714285715,13.834539682539683
2018-12-20,37.857142857142854,23.628703703703703,27.782142857142855,10.07375,299.3333333333333,0.0,53.01,71.01,55.99,17.833333333333332,0.25,47.5,27.2525,18.873169014084507,0.47000000000000597,73.94,64.04,62.96,73.04,1018.0114583333334,71.448125,5.376666666666666,10.165625,105.98958333333333,0.46999999999999886,51.49372099372099,68.0,80.06,13.78890032890033,0.7086121836121836,986.531640926641,66.95108394108394,6.604749034749034,0.12999999999999545,0.0,88.59375,14.184375000000001,0.0,1017.74375,72.79625,21.750520833333336,0.1699999999999946,3.1816666666666666,48.66625,6.554166666666667,6.554166666666667,131.25,148.875,0.0799999999999983,63.68,2.419999999999998,47.55052264808362,61.232,10.0,40.5111821086262,16.814249201277953,67.78549520766774,971.5442492012779,69.01,57.99,0.0,0.0,0.2608333333333333,0.35041666666666665,0.0,0.0675,62.76583333333334,7.168333333333333,16.651666666666667,0.0,112.16666666666667,97.79166666666667,16.651666666666667,71.87583333333333,7.33329861111111,1.2437847222222222,62.28659722222223,0.16000000000000014,10.85861111111111,64.8121875,957.0400000000001,0.0,91.34782608695652,74.95652173913044,12.238695652173913,62.65478260869565,56.75173913043478,12.238695652173913,4.187391304347826,10.0,1001.603785488959,0.0,0.12,0.0,11.313974763406941,35.14195583596214,67.34416403785488,73.30285714285714,1016.3275873015873,49.23809523809524,9.923492063492064
2018-12-21,40.0,18.99857142857143,22.0,8.582916666666668,313.9166666666667,0.0,55.0,69.01,55.0,22.15577777777778,0.30000000000000426,50.0,24.01,17.950375,2.6199999999999974,75.02,64.94,64.04,75.02,1017.3333333333334,73.97375,5.4269791666666665,9.804166666666667,96.02083333333333,0.13000000000000256,49.95140595140595,66.02,82.94,10.763656513656514,0.427044187044187,985.8676061776061,69.69784355784356,3.8783268983268977,0.0,0.0,156.98958333333334,13.793958333333334,0.0,1016.8072916666666,75.14,22.069479166666667,0.060000000000002274,3.217916666666667,51.20666666666667,6.37,6.37,170.70833333333334,165.54166666666666,0.0,66.15846153846154,1.0500000000000007,55.69097222222222,64.31642857142857,9.968253968253968,65.65495207667732,8.959142857142858,68.28628571428571,971.552253968254,71.01,60.01,0.0,0.0,0.12916666666666668,0.49833333333333335,0.0,0.05375,61.67458333333334,4.199166666666667,10.895833333333334,0.0,125.04166666666667,85.0,10.895833333333334,72.085,7.034861111111111,0.1117361111111111,62.89065972222223,0.0,10.40076388888889,68.06583333333333,956.1927777777778,0.00999999999999801,127.75,125.17391304347827,9.198749999999999,64.21166666666666,57.748333333333335,9.198749999999999,1.81375,10.0,1001.2135987261147,0.0,0.001,0.0,9.774394904458598,36.94267515923567,69.21643312101911,75.21211538461539,1015.1985897435898,49.26282051282051,12.93349358974359
2018-12-22,280.0,15.01,15.01,6.989130434782608,308.7391304347826,0.0,53.01,70.0,57.0,19.071428571428573,0.060000000000002274,40.0,20.0,16.94,0.3200000000000003,77.0,60.08,57.92,78.08,1017.00625,74.32062499999999,5.03875,11.304791666666667,120.5625,0.36999999999999744,48.40909090909091,62.06,86.0,7.738412698412698,0.14547619047619045,985.2035714285714,72.44460317460317,1.1519047619047618,0.0,0.0,172.76041666666666,9.948125,0.0,1016.3135416666668,76.08125,16.122604166666665,0.0,3.185416666666667,53.91416666666667,6.58625,6.58625,159.25,145.91666666666666,0.0,66.38692307692307,0.4499999999999993,81.38709677419355,62.660000000000004,10.0,139.00321543408361,5.65099358974359,68.45461538461538,971.3796153846154,75.99,60.01,0.0,0.0,0.2754166666666667,0.08375,0.0,0.0,62.54333333333333,2.5,7.420000000000001,0.0,206.0,162.1304347826087,7.420000000000001,72.79166666666667,4.397256944444445,0.03142361111111111,61.95736111111111,0.0,6.4309375,68.98753472222222,955.6797916666666,0.04999999999999716,145.0,166.7391304347826,8.650833333333333,65.62583333333333,58.834583333333335,8.650833333333333,1.7404166666666667,9.971337579617835,1000.7676433121019,0.0,0.003,0.0,7.267579617834395,51.43312101910828,70.24197452229299,75.58884615384616,1014.5145192307693,80.06451612903226,8.38636655948553
2018-12-23,130.0,14.0,14.0,7.586666666666666,303.5833333333333,0.0,57.0,72.0,59.0,23.309841269841268,0.0,30.0,20.99,17.370526315789473,0.030000000000001137,78.08,62.06,66.92,80.06,1017.4604166666667,75.32000000000001,6.056041666666666,12.28875,104.53125,0.0,40.12,66.02,84.92,13.063560975609755,0.05121951219512195,985.541756097561,71.34234146341464,4.925219512195122,0.0,0.0,151.82291666666666,12.5446875,0.0,1016.15,76.3925,20.9053125,0.0,3.5820833333333333,56.750416666666666,8.978333333333333,8.978333333333333,146.08333333333334,147.83333333333334,0.0,64.3175,0.17999999999999972,66.29304029304029,62.45333333333333,10.0,91.89710610932475,6.503194888178914,69.08287539936103,971.1938977635783,73.99,62.01,0.0,0.0,0.27375,0.22083333333333333,0.0,0.018333333333333333,61.7475,2.5004166666666667,7.744583333333334,0.0,161.91666666666666,206.41666666666666,7.744583333333334,72.95916666666666,8.86131868131868,0.12516483516483518,61.79750915750916,0.0,13.094322344322345,69.24505494505493,955.5579487179488,0.0,115.91666666666667,139.83333333333334,10.899166666666666,66.00083333333333,56.30416666666667,10.899166666666666,2.2495833333333333,10.0,1000.6016666666666,0.0,0.0,0.0,9.253429487179488,38.65384615384615,72.84846153846154,76.47153846153846,1014.5041025641027,67.1474358974359,13.711570512820513
2018-12-24,112.0,15.073272727272727,16.402,7.715416666666666,318.6666666666667,0.0,54.0,71.01,57.0,17.4975,0.6499999999999986,30.0,26.01,18.725322580645162,1.0500000000000043,75.92,62.96,68.0,75.02,1015.2687500000001,73.075625,5.563958333333333,11.9546875,112.69791666666667,0.4799999999999969,46.02512562814071,62.96,80.06,13.11094527363184,0.015024875621890548,983.7366666666667,69.91049751243781,7.126915422885572,0.1599999999999966,0.0,120.11458333333333,9.264687499999999,0.0,1014.81875,73.113125,14.891354166666666,0.05000000000000426,3.4370833333333333,54.46,19.37,19.37,157.375,184.20833333333334,0.01999999999999602,68.68666666666667,2.389999999999997,79.86904761904762,65.48,10.0,73.76947040498442,5.9377639751552795,69.03192546583851,969.7357763975155,75.0,62.01,0.0,0.0,0.24750000000000003,0.22791666666666666,0.0,0.03166666666666667,62.96,2.4254166666666666,6.879166666666666,0.0,176.04166666666666,179.5,6.879166666666666,70.545,2.835763888888889,0.23399305555555555,63.89017361111111,0.030000000000001137,4.486736111111111,67.1854861111111,954.1713888888888,0.03999999999999915,173.45833333333334,146.13636363636363,8.253333333333332,66.00083333333333,62.321666666666665,8.253333333333332,1.4879166666666668,9.971337579617835,999.1304458598727,0.08000000000000185,0.056999999999999995,0.07,10.673757961783439,35.796178343949045,71.38617834394904,72.58681672025723,1013.0766881028939,84.59546925566343,6.500387096774193
2018-12-25,94.0,16.146545454545453,18.804000000000002,8.534583333333334,314.75,0.0,55.99,68.0,59.0,20.192777777777778,0.0799999999999983,40.0,27.0,18.285238095238096,0.7800000000000011,77.0,62.96,64.94,78.98,1013.7020833333332,74.03,4.882291666666666,9.488958333333333,116.33333333333333,0.09000000000000341,59.38775510204081,66.02,82.94,10.97247191011236,0.02898876404494382,982.4426966292134,71.31926966292134,4.046516853932584,0.0,0.0,143.08695652173913,9.966847826086957,0.0,1013.2304347826087,76.01391304347825,16.189021739130435,0.0,3.6908333333333334,55.91791666666666,13.1425,13.1425,129.375,138.25,0.0,67.92666666666666,0.6300000000000026,81.31687242798354,65.94153846153847,10.0,113.01242236024845,6.224409937888199,69.5048447204969,968.3591614906833,75.99,62.01,0.0,0.0,0.05958333333333333,0.00125,0.0,0.0,65.31291666666667,2.6425,7.565,0.0,215.08333333333334,157.08333333333334,7.565,73.49791666666667,3.233888888888889,0.25760416666666663,64.7175,0.0,5.153298611111111,68.17479166666666,952.798888888889,0.00999999999999801,160.20833333333334,259.8636363636364,5.9325,66.41625,62.13583333333333,5.9325,1.4158333333333333,9.936102236421725,997.5408945686901,0.0,0.02,0.0,7.131373801916933,36.61341853035144,71.63277955271566,74.17884615384615,1011.4242948717949,68.45659163987138,7.179807692307692
2018-12-26,76.0,17.21981818181818,21.206000000000003,8.271666666666667,273.0,0.0,57.0,69.01,57.99,18.759722222222223,0.0,195.0,20.5,16.14261904761905,0.0,77.0,64.94,62.06,80.96,1012.8916666666668,75.239375,3.9692708333333333,8.165416666666667,127.69791666666667,0.00999999999999801,65.92517006802721,66.92,86.0,0.0,0.0,980.8300000000002,71.01,0.0,0.0,0.0,152.01041666666666,5.1684375000000005,0.0,1013.1489583333333,74.0,7.2761458333333335,0.0,3.7604166666666665,55.71041666666667,7.6025,7.6025,161.83333333333334,166.91666666666666,0.0,67.54666666666667,0.0,165.30204081632652,66.45024390243903,9.804924242424242,100.07751937984496,5.956818181818181,68.31227272727273,967.959393939394,75.99,62.01,0.0,0.0,0.01375,0.0,4.1666666666666665e-05,0.0,66.68916666666667,2.13875,5.140833333333333,0.0,128.20833333333334,126.5909090909091,5.140833333333333,73.58,2.0163194444444446,0.0,65.0871875,0.0,2.962638888888889,69.04666666666667,952.6934375000001,0.0,114.41666666666667,172.66666666666666,3.8708333333333336,66.25083333333333,62.99875,3.8708333333333336,0.7258333333333334,9.922268907563025,997.042268907563,0.0,0.0,0.06,1.7623529411764707,57.21739130434783,66.21966386554622,70.31362068965517,1011.0313793103448,138.44827586206895,3.817241379310345
2018-12-27,58.0,18.29309090909091,23.608,9.060833333333333,272.4166666666667,0.0,57.0,71.01,60.01,17.326666666666664,0.0,350.0,14.0,14.0,0.0,78.08,62.96,62.06,82.04,1013.9677083333332,75.816875,4.5015624999999995,9.621875000000001,128.96875,0.060000000000002274,72.4625850340136,64.94,86.0,2.3664625850340135,0.004523809523809524,981.1534353741497,72.19778911564626,0.050272108843537416,0.0,0.0,139.78125,4.629166666666666,0.0,1013.9645833333334,75.055625,7.329479166666666,0.0,3.8350000000000004,55.834583333333335,8.108333333333333,8.108333333333333,161.75,159.125,0.0,67.58193548387096,0.00999999999999801,139.8178137651822,67.19391304347826,9.643023255813954,257.9342723004695,5.113581395348837,72.43302325581395,969.0127441860465,75.99,61.0,0.0,0.0,0.048749999999999995,0.12958333333333333,0.0016666666666666668,0.0,66.11695652173913,2.0804347826086955,5.213478260869565,0.0,165.91304347826087,155.61111111111111,5.213478260869565,73.0,1.8308333333333333,0.0,64.36604166666666,0.0,2.7498958333333334,69.6596875,953.5240972222223,0.0,129.04166666666666,149.15384615384616,3.2237500000000003,66.54166666666667,63.19958333333333,3.2237500000000003,0.6545833333333334,9.910891089108912,998.0603960396039,0.0,0.0,0.18,4.477810945273632,133.78787878787878,75.06277227722772,79.8094472361809,1011.7640703517587,180.6217616580311,5.168781725888325
2018-12-28,40.0,19.366363636363637,26.01,9.494782608695653,300.4347826086956,0.0,57.0,73.0,60.01,23.003333333333334,0.00999999999999801,320.0,23.0,18.047,0.8100000000000023,75.92,66.02,66.02,78.98,1012.696875,75.858125,4.887291666666667,10.088854166666666,117.38541666666667,0.0,79.0,66.02,84.02,4.732925170068027,0.009047619047619047,981.4768707482993,73.38557823129251,0.10054421768707483,0.0,0.0,161.79166666666666,5.815729166666667,0.009999999999999787,1012.65625,74.785625,9.271354166666667,0.0,3.5483333333333333,54.83375,12.88391304347826,12.88391304347826,150.16666666666666,140.83333333333334,0.0,69.55347826086957,0.28999999999999915,103.39382239382239,68.8928947368421,8.543201133144477,188.97435897435898,6.575625,69.6485552407932,967.9826345609065,73.99,62.01,0.0,0.0,0.004583333333333333,0.4691666666666667,0.007916666666666667,0.0,67.545,2.030416666666667,5.715,0.009999999999999787,206.0,155.9090909090909,5.715,73.58291666666666,2.4114583333333335,0.009618055555555555,65.08701388888889,0.0,3.7325694444444446,68.61420138888889,952.1008680555556,0.060000000000002274,105.66666666666667,137.1818181818182,8.038333333333332,64.74916666666667,62.51125,8.038333333333332,1.9566666666666668,9.878787878787879,997.3872424242423,0.0799999999999983,2.7439999999999998,0.010000000000000009,6.416778115501519,160.4268292682927,71.63436363636363,75.31691318327975,1010.8292604501609,102.1103896103896,4.893665594855306
2018-12-29,70.0,18.836666666666666,23.0,9.189130434782609,300.2173913043478,0.0,59.0,68.0,61.0,19.847575757575758,0.05000000000000426,53.333333333333336,27.33666666666667,19.305217391304346,1.5499999999999972,78.08,69.08,71.06,82.94,1014.0281249999999,75.704375,5.687083333333334,11.299791666666666,104.58333333333333,0.02999999999999403,64.37931034482759,71.96,84.02,11.42853146853147,0.04,982.1722377622378,72.53818181818181,2.917132867132867,0.0,0.0,239.69791666666666,14.621041666666665,0.0,1012.8020833333334,76.896875,23.017916666666665,0.0,4.1625000000000005,58.790416666666665,13.829583333333334,13.829583333333334,106.45833333333333,108.45833333333333,0.0,68.108,0.7600000000000016,76.46594982078852,67.20894736842105,9.987692307692308,108.04347826086956,7.034646153846155,71.55956923076923,967.9274769230769,75.99,63.0,0.0,0.0,0.042083333333333334,0.0037500000000000003,0.0004166666666666667,0.0,66.14625,3.2579166666666666,9.917083333333332,0.0,196.70833333333334,137.75,9.917083333333332,75.08291666666666,6.273854166666666,0.03996527777777778,64.62996527777779,0.0,9.521184668989546,70.56177083333334,952.2739236111112,0.0,100.875,128.375,11.984583333333333,67.91333333333334,59.35833333333333,11.984583333333333,3.04125,9.965408805031446,997.0798427672956,0.0,0.33,0.0,9.57794952681388,53.38607594936709,75.89792452830189,77.46961538461538,1011.1861538461538,64.11575562700965,11.361955128205128
2018-12-30,40.0,18.666666666666668,20.0,8.316666666666666,302.0416666666667,0.0,57.0,68.0,63.0,22.441891891891892,0.0,43.333333333333336,26.340000000000003,18.990384615384617,0.7899999999999991,77.0,64.94,71.06,82.94,1015.234375,75.2975,5.99125,11.855520833333335,100.91666666666667,0.05000000000000426,78.31868743047832,68.0,86.0,8.69,0.04,980.8300000000002,73.0,0.0,0.0,0.0,154.54166666666666,14.193645833333333,0.0,1013.8718749999999,76.50500000000001,23.019895833333333,0.0,3.3662500000000004,57.248333333333335,7.314166666666666,7.314166666666666,165.125,165.04166666666666,0.0,67.6025,0.8000000000000007,65.25964912280702,65.67846153846153,10.0,101.25391849529781,6.98203125,70.40187499999999,969.1613125,73.99,64.0,0.0,0.0,0.12333333333333334,0.31958333333333333,0.0,0.0,64.34541666666667,3.3662500000000004,9.3775,0.0,183.33333333333334,164.58333333333334,9.3775,74.58291666666666,7.851249999999999,0.0017013888888888888,64.17090277777778,0.0,11.579027777777776,70.02375,953.3655555555556,0.0,130.29166666666666,142.58333333333334,10.246666666666666,66.66458333333334,59.905,10.246666666666666,2.28375,10.0,998.539391025641,0.0,0.0,0.0,11.110544871794872,37.40384615384615,76.03942307692307,77.08365384615384,1012.346282051282,65.67307692307692,13.08099358974359
2018-12-31,30.0,16.574285714285715,18.99,8.103478260869565,309.6521739130435,0.0,55.99,69.01,57.99,22.860542635658916,0.00999999999999801,50.0,27.0,18.658492063492062,1.8900000000000006,78.08,62.96,69.08,82.94,1016.1135416666666,74.33749999999999,5.798645833333333,11.714062499999999,106.29166666666667,0.1700000000000017,92.25806451612904,73.04,84.92,12.9375,0.0,984.9959722222223,71.0475,3.644861111111111,0.0,0.0,155.1875,15.703958333333333,0.0,1014.6854166666667,76.589375,25.605208333333334,0.0,4.559166666666667,56.043749999999996,11.477083333333333,11.477083333333333,154.75,154.79166666666666,0.0,66.53999999999999,1.4299999999999997,67.29166666666667,65.3,10.0,57.912772585669785,7.777015384615385,70.11070769230768,969.8798153846154,72.0,63.0,0.0,0.0,0.1625,0.09000000000000001,0.0,0.0,61.94291666666667,3.44,9.08625,0.0,162.83333333333334,156.25,9.08625,73.62625,9.15048611111111,0.04822916666666666,63.195625,0.0,13.366944444444444,69.63440972222222,954.1474305555556,0.03999999999999915,88.33333333333333,105.54166666666667,15.13375,66.2075,59.38583333333333,15.13375,3.8754166666666667,9.996825396825397,999.3812380952381,0.0,0.002,0.0,11.332770700636944,41.496815286624205,75.87028571428571,76.75329073482429,1013.3160702875399,57.02875399361022,14.834313099041534
2019-01-01,34.074074074074076,18.872857142857143,22.289259259259257,10.020416666666668,300.25,0.0,54.0,72.0,55.99,22.28441379310345,0.0,50.0,26.505000000000003,19.019134615384615,0.18000000000000682,75.92,62.06,69.08,82.94,1016.984375,74.77062500000001,6.67125,13.248854166666668,105.52083333333333,0.09999999999999432,96.53703703703704,64.94,84.92,10.055885167464114,0.0,985.0395693779903,71.3744976076555,2.5317703349282294,0.0,0.0,218.46875,13.085,0.0,1015.6572916666668,76.19375000000001,21.38145833333333,0.0,3.725,57.6675,12.48090909090909,12.48090909090909,153.875,161.33333333333334,0.0,64.4792,0.48999999999999844,64.48611111111111,63.07647058823529,10.0,118.76582278481013,6.671261829652996,68.9806309148265,970.8049211356466,73.0,63.0,0.0,0.0,0.020416666666666666,0.006666666666666667,0.0,0.0,60.72083333333333,2.895416666666667,8.832083333333333,0.0,193.16666666666666,202.95833333333334,8.832083333333333,72.16791666666667,9.030069444444443,0.01940972222222222,61.86621527777778,0.0,13.163958333333333,69.09326388888888,955.0393055555555,0.0,110.5,106.875,14.084166666666667,65.5425,57.04333333333333,14.084166666666667,3.44,10.0,1000.2153354632588,0.0,0.0,0.0,10.468906752411575,43.665594855305464,75.36619808306709,76.57423076923077,1013.9991666666666,69.13461538461539,13.631442307692309
2019-01-02,38.148148148148145,21.17142857142857,25.58851851851852,10.117916666666668,319.4166666666667,0.0,53.01,71.01,54.0,22.631999999999998,0.03999999999999915,43.333333333333336,26.67,20.045555555555556,0.14999999999999147,75.92,59.0,68.0,80.06,1017.3375,74.55875,5.596041666666667,10.9621875,109.16666666666667,0.010000000000005116,47.05,66.92,84.92,7.776206896551724,0.0,985.7756157635469,71.03798029556651,0.5395566502463054,0.0,0.0,160.28125,12.035729166666668,0.0,1016.3000000000001,75.59,20.504166666666666,0.0,3.362083333333333,53.83208333333334,6.834782608695652,6.834782608695652,148.75,170.625,0.0,63.199999999999996,0.08999999999999986,64.67361111111111,61.26,10.0,90.35714285714286,7.162636655948553,67.8691961414791,971.3822508038585,72.0,61.0,0.0,0.0,0.002916666666666667,0.0,0.0,0.0,58.495000000000005,2.8579166666666667,8.32375,0.0,141.58333333333334,176.95833333333334,8.32375,71.74958333333333,7.617951388888888,0.0023958333333333336,60.21072916666666,0.0,11.018923611111111,68.67027777777778,955.6755902777778,0.0,91.875,115.875,13.362083333333333,64.25375,55.15541666666667,13.362083333333333,3.44,10.0,1000.9774038461538,0.0,0.0,0.0,11.362628205128205,46.05769230769231,73.91461538461539,76.6423076923077,1014.7869230769231,56.57051282051282,14.135032051282051
2019-01-03,42.22222222222222,23.47,28.887777777777778,10.30318181818182,312.54545454545456,0.0,53.01,71.01,55.0,21.249000000000002,0.030000000000001137,58.0,27.301,20.91829268292683,0.1700000000000017,75.92,62.96,69.08,80.06,1018.6166666666667,73.42625,6.204166666666667,10.778333333333334,90.9375,0.0,96.0,69.98,82.94,3.6806532663316585,0.0,987.1538190954773,70.06934673366835,0.008793969849246231,0.0,0.0,27.802083333333332,17.46260416666667,0.0,1017.4114583333334,74.89625,27.438541666666666,0.0,3.6175,54.54083333333333,6.7683333333333335,6.7683333333333335,158.08333333333334,154.95833333333334,0.0,61.196000000000005,0.11000000000000298,52.729166666666664,59.516,10.0,52.848101265822784,13.215031645569619,68.5496835443038,971.9932594936708,71.01,59.0,0.0,0.0,0.0,0.0,0.0,0.0,58.42250000000001,9.08625,18.210833333333333,0.0,26.916666666666668,31.565217391304348,18.210833333333333,72.75041666666667,8.984722222222222,0.006736111111111111,60.38538194444445,0.0,13.4553125,66.80038194444444,956.8077777777778,0.0,102.33333333333333,137.1304347826087,11.183333333333332,62.92124999999999,53.82749999999999,11.183333333333332,2.280416666666667,10.0,1002.2692307692307,0.0,0.0,0.0,12.58073717948718,49.166666666666664,73.57596153846154,75.68443729903537,1016.4793569131833,48.263665594855304,13.320546623794211
2019-01-04,50.0,19.0,29.0,9.128695652173914,312.5652173913044,0.0,48.0,70.0,48.99,25.108319327731092,0.0,46.666666666666664,28.462666666666667,22.23961038961039,0.010000000000005116,75.92,62.06,71.06,78.98,1019.5083333333333,73.565,6.502395833333334,11.851145833333334,92.65625,0.0,26.34375,71.96,82.94,6.268731707317073,0.0,987.8204390243902,70.16843902439025,0.8561463414634146,0.0,0.0,21.291666666666668,19.1040625,0.0,1017.7291666666666,75.175625,30.351249999999997,0.0,3.330833333333333,54.91708333333333,6.406666666666666,6.406666666666666,156.54166666666666,156.5,0.0,60.845,0.03,57.927083333333336,58.4975,10.0,83.63934426229508,8.78807073954984,68.13659163987138,972.6595176848874,71.01,59.0,0.0,0.0,0.014583333333333332,0.0,0.0,0.0,56.15708333333333,6.7370833333333335,17.993750000000002,0.0,78.29166666666667,49.791666666666664,17.993750000000002,74.08458333333333,10.742916666666666,0.003263888888888889,58.659375000000004,0.0,16.07309027777778,67.58423611111111,957.2718749999999,0.0,113.58333333333333,183.79166666666666,14.480416666666665,63.25333333333333,52.56791666666667,14.480416666666665,2.93125,10.0,1002.7177564102565,0.0,0.001,0.0,14.232788461538462,47.1474358974359,73.73173076923077,76.21076923076923,1016.7829487179487,50.76923076923077,15.351282051282052
2019-01-05,43.333333333333336,19.613333333333333,28.333333333333332,6.34875,301.25,0.0,48.99,71.01,51.01,22.55048780487805,0.0,60.0,26.505000000000003,18.64,0.12999999999999545,77.0,57.92,59.0,78.98,1018.8791666666666,73.76375,6.2015625000000005,12.628958333333332,114.69791666666667,0.02999999999999403,167.33333333333334,62.06,84.02,2.458457711442786,0.0,987.0307960199005,70.44512437810945,0.07348258706467661,0.0,0.0,138.41666666666666,9.2925,0.0,1018.0489583333333,72.75125,15.571458333333332,0.0,3.905,57.668749999999996,9.955416666666666,9.955416666666666,165.33333333333334,184.875,0.0,60.185,0.06,72.26829268292683,58.63333333333333,10.0,101.24600638977635,6.192993630573248,67.25592356687898,972.9380573248408,72.0,59.0,0.0,0.0,0.015,0.0,0.0,0.0,55.890416666666674,3.075416666666667,7.384583333333333,0.0,169.20833333333334,129.25,7.384583333333333,69.24958333333333,7.071631944444444,0.0,58.704166666666666,0.0,10.323888888888888,66.80975694444444,957.2538194444444,0.0,104.75,184.9090909090909,9.047916666666667,63.418749999999996,53.61041666666667,9.047916666666667,2.029166666666667,10.0,1002.5718649517684,0.0,0.0,0.0,9.307684887459807,41.864951768488744,71.70186495176848,74.04153846153847,1016.3309294871794,83.23717948717949,11.583782051282052
2019-01-06,36.666666666666664,20.226666666666667,27.666666666666668,6.730869565217391,242.45833333333334,0.0,51.01,69.01,55.0,16.006666666666664,0.0,310.0,24.01,21.7575,0.0,75.02,60.08,55.04,80.96,1019.0520833333334,73.36625,3.4415625,7.188020833333333,189.82291666666666,0.0,147.0,59.0,84.92,1.0138235294117646,0.0,987.8641176470588,70.54838235294118,0.017058823529411765,0.0,0.0,112.4375,5.9228125,0.0,1019.3937500000001,70.28937499999999,8.6659375,0.0,4.04625,55.91583333333333,8.109583333333333,8.109583333333333,164.79166666666666,165.0,0.0,59.6225,0.0,152.87640449438203,57.81333333333333,10.0,187.1656050955414,7.7867834394904465,68.00343949044587,974.1472611464968,73.0,55.0,0.0,0.0,0.0,0.007083333333333333,0.0,0.0,57.44875,3.6933333333333334,7.3475,0.0,84.75,98.41666666666667,7.3475,69.58458333333333,3.1540625,0.0,57.358090277777784,0.0,4.539409722222222,65.35309027777777,958.9638194444445,0.0,104.91666666666667,245.2941176470588,7.854166666666667,62.41916666666666,52.95458333333334,7.854166666666667,2.4608333333333334,10.0,1003.7157692307693,0.0,0.0,0.0,4.212686084142395,185.5194805194805,68.52615384615385,72.00038461538462,1017.7398717948719,196.4102564102564,6.582980769230769
